rank,word,reading,vid,sid,part_of_speech,meanings
165,ことになる,ことになる,1004590,3208553127,exp; v5; v5r,to have been decided (so) that; to have been arranged (so) that; to be the result (of); to be the outcome; to be the reason (for)
166,向かう,むかう,1604800,3831925586,vi; v5; v5u,to face; to go towards; to head towards
167,何も,なにも,1188490,2294097710,exp,(not) anything; (nothing) at all; (not) any; nothing; and everything else; and all; (not) at all; (not) in the least; (not) especially; (not) to that extent
168,受ける,うける,1329590,731201245,vt; v1; vi,"to receive; to get; to catch (e.g. a ball); to be struck by (wind, waves, sunlight, etc.); to sustain (damage); to incur (a loss); to suffer (an injury); to feel (influence); to undergo (e.g. surgery); to take (a test); to accept (a challenge); to be given (e.g. life, talent); to find funny; to find humorous; to be amused (by); to follow; to succeed; to be descended from; to face (south, etc.); to be modified by; to obtain (a pawned item, etc.) by paying a fee; to be well-received; to become popular; to go down well"
169,日,ひ,1463770,1955678045,n,day; days; sun; sunshine; sunlight; (the) day; daytime; daylight; date; deadline; (past) days; time (e.g. of one's childhood); case (esp. unfortunate); event
170,教える,おしえる,1236900,2389903049,vt; v1,to teach; to instruct; to tell; to inform; to preach
171,心配,しんぱい,1360930,1368522139,adj-na; n; vs,worry; concern; anxiety; uneasiness; fear; care; help; aid; assistance
172,年,ねん,2084840,1721599325,n; ctr,"year; counter for years (e.g. of an era), grades (e.g. school); period of an apprentice's contract (usu. ten years)"
173,おる,おる,1577985,3940738813,vi; v5; v5r; aux-v,to be (animate); to be; to exist; to be ..ing; to (have the audacity to) do
174,立つ,たつ,1597040,1419495272,vi; v5; v5t,"to stand; to rise; to stand up; to find oneself (e.g. in a difficult position); to depart (on a plane, train, etc.)"
175,心,しん,1595125,1722726410,n,"heart; mind; spirit; vitality; inner strength; bottom of one's heart; core (of one's character); nature; centre; center; core; heart; heart (organ); Chinese ""Heart"" constellation (one of the 28 mansions); friend"
176,外,そと,1203250,1717622990,n,"outside; exterior; the open (air); other place; somewhere else; outside one's group (family, company, etc.)"
177,間,かん,2067900,2652648095,n; suf; adv,interval; period of time; among; between; inter-; good opportunity; chance; estrangement; discord; alienation; spy; secret agent
178,やめる,やめる,1310680,2812592538,vt; v1,to stop (an activity); to cease; to discontinue; to end; to quit; to cancel; to abandon; to give up; to abolish; to abstain; to refrain
179,について,について,1009780,1419800924,exp,concerning; regarding; per (e.g. 100 yen per person); for every
180,よりも,よりも,2728330,2113257106,exp,in comparison to; rather than
181,様子,ようす,1545820,641883300,n,state; state of affairs; situation; circumstances; appearance; look; aspect; sign; indication
182,忘れる,わすれる,1519210,2039505008,vt; v1,to forget; to leave carelessly; to be forgetful of; to forget about; to forget (an article)
183,後,ご,2147630,1722423650,adv; n; suf,after
184,口,くち,1275640,1713518330,n; ctr; suf,"mouth; opening; hole; gap; orifice; mouth (of a bottle); spout; nozzle; mouthpiece; gate; door; entrance; exit; speaking; speech; talk (i.e. gossip); taste; palate; mouth (to feed); opening (i.e. vacancy); available position; invitation; summons; kind; sort; type; opening (i.e. beginning); counter for mouthfuls, shares (of money), and swords"
185,名前,なまえ,1531710,3511332528,n,name; given name; first name
186,にとって,にとって,1009600,1330442727,exp,to; for; from the standpoint of; as far as ... is concerned
187,大きな,おおきな,1412890,252422062,adj-pn,big; large; great
188,信じる,しんじる,1359040,2711624849,vt; v1,to believe; to believe in; to place trust in; to confide in; to have faith in
189,すぎる,すぎる,1195970,1414947448,vi; v1; suf,to pass through; to pass by; to go beyond; to pass (of time); to elapse; to have expired; to have ended; to be over; to exceed; to surpass; to be above; to be no more than ...; to be excessive; to be too much; to be too ...
190,生きる,いきる,1378520,3986518776,vi; v1,"to live; to exist; to make a living; to subsist; to be in effect; to be in use; to function; to come to life; to be enlivened; to be safe (in baseball, go, etc.)"
191,問題,もんだい,1536010,1044700630,n,"question (e.g. on a test); problem; problem (e.g. societal, political); question; issue; subject (e.g. of research); case; matter; question (i.e. doubt); public discussion; controversy; trouble; problem; inconvenience; difficulty"
192,なのに,なのに,2395490,2031696050,conj,and yet; despite this; but even so; but even then; however; nevertheless; for all that; notwithstanding that
193,理由,りゆう,1550140,842473290,n,reason; pretext; motive
194,それでも,それでも,1406060,573425677,conj,but (still); and yet; nevertheless; even so; notwithstanding
195,これから,これから,1004790,3939408094,adv; n,from now on; after this; in the future; in future; from here; from this point
196,以上,いじょう,1155120,2826027899,adv; n; adj-no; exp,not less than; ... and over; ... and above; ... and upwards; ... or more; beyond (e.g. one's expectations); above; more than; further than; above-mentioned; aforementioned; foregoing; since ...; seeing that ...; now that ...; once ...; that's all; that is the end; the end
197,逃げる,にげる,1450330,2633380045,vi; v1,to escape; to run away
198,開く,ひらく,1202440,1699703816,vi; vt; v5; v5k,"to open; to undo; to unseal; to unpack; to bloom; to unfold; to spread out; to open (for business, e.g. in the morning); to be wide (gap, etc.); to widen; to hold (meeting, party, etc.); to give; to open; to found (nation, dynasty, sect, etc.); to open (a new business); to set up; to establish; to start; to open (ports, borders, etc.); to open (an account); to open up (new land, path, etc.); to clear; to develop; to open (a file, etc.); to extract (root); to reduce (equation); to cut open (fish); to change (kanji into hiragana); to flare (e.g. skirt); to slacken (into a poor posture)"
199,多い,おおい,1407460,1113385814,adj-i,many; numerous; a lot; large amount of; large quantity of; a lot; much; frequent; common
200,そういう,そういう,1394680,3613914168,adj-pn,such; like that; that sort of; very
201,絶対,ぜったい,1386840,738774097,adv; n; adj-no,definitely; absolutely; unconditionally; absolute; unconditional; unmistakable; absoluteness
202,最初,さいしょ,1293990,4215967127,adv; adj-no; n,beginning; outset; first; onset
203,最後,さいご,1293810,4207914842,n; adj-no; exp,end; conclusion; last; final; latest; most recent; no sooner than; once; right after (often having negative consequences); one's final moments
204,今度,こんど,1289370,1763369501,adv; n,this time; now; next time; another time; shortly; soon; recently; lately; the other day
205,存在,そんざい,1406150,4113273628,adj-no; n; vs,existence; being
206,誰か,だれか,1416840,101035606,pn,someone; somebody
207,高い,たかい,1283190,3064717489,adj-i,"high; tall; expensive; high-priced; high (level); above average (in degree, quality, etc.); loud; high-pitched; shrill"
208,初めて,はじめて,1342550,1568889729,adv; adj-no; n,for the first time; only after ... is it ...; only when ... do you ...; not until ... do you ...; first time; (one's) first
209,もちろん,もちろん,1535780,3076353359,adv,of course; certainly; naturally
210,書く,かく,1343950,1331899251,vt; v5; v5k,to write; to compose; to pen; to draw; to paint
211,取る,とる,1326980,1627986133,vt; v5; v5r,"to take; to pick up; to grab; to catch; to pass; to hand; to give; to get; to obtain; to acquire; to win; to receive; to earn; to take (e.g. a vacation); to adopt (a method, proposal, etc.); to take (a measure, attitude, etc.); to choose; to remove; to get rid of; to take off; to take away; to steal; to rob; to eat; to have (e.g. lunch); to take (e.g. vitamins); to pick (e.g. flowers); to gather; to extract (e.g. juice); to catch (e.g. fish); to take up (time, space); to occupy; to spare; to set aside; to secure; to reserve; to save; to put aside; to keep; to take (e.g. a joke); to interpret; to understand; to make out; to grasp; to record; to take down; to subscribe to (e.g. a newspaper); to take; to buy; to get; to order; to have delivered; to charge; to fine; to take (tax); to take (e.g. a wife); to take on (e.g. an apprentice); to adopt; to accept; to compete (in sumo, cards, etc.); to play"
212,かも,かも,2143350,3657100735,prt,may; might; perhaps; may be; possibly
213,入れる,いれる,1465610,2002715133,vt; v1,"to put in; to let in; to take in; to bring in; to insert; to install (e.g. software); to set (a jewel, etc.); to ink in (e.g. tattoo); to admit; to accept; to employ; to hire; to accept; to comply; to grant; to adopt (a policy, etc.); to take (advice, etc.); to listen to; to pay attention to; to include; to pay (one's rent, etc.); to cast (a vote); to make (tea, coffee, etc.); to turn on (a switch, etc.); to send (a fax); to call"
214,べき,べき,1011430,850984303,aux,should; must; that one ought to; to be done; -able; probably; likely
215,答える,こたえる,1449540,2641282849,vi; v1,to answer; to reply
216,そのまま,そのまま,1406030,1915639062,adv; adj-no; n,without change; as is; just like; extremely similar; immediately; just after; without a pause
217,体,からだ,1409140,1737569915,n,body; torso; trunk; build; physique; frame; figure; health; constitution; corpse; dead body
218,あり,あり,2150170,2007969762,adj-no; n; adj-na; vi; va,existing (at the present moment); alright; acceptable; passable; to be (usu. of inanimate objects); to have
